ID,F,S11,Lfeed,Lp,Lslot,Lslot_plus,Rc,Wfeed,Wp,Wslot,Wslot_plus,t,xsub,ysub
0,3.036789298,-8.400238073,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.046822742,-8.35262093,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.056856187,-8.30287638,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.066889632,-8.251015809,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.076923077,-8.197169839,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.086956522,-8.141450573,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.096989967,-8.083915463,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.107023411,-8.024748856,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.117056856,-7.963969155,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.127090301,-7.901775829,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.137123746,-7.838232978,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.147157191,-7.773471692,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.157190635,-7.707613534,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.16722408,-7.640741336,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.177257525,-7.57300724,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.18729097,-7.504473232,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.197324415,-7.435280588,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.20735786,-7.365512576,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.217391304,-7.29526896,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.227424749,-7.224649113,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.237458194,-7.153732774,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.247491639,-7.082611486,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.257525084,-7.01135891,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.267558528,-6.940051265,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.277591973,-6.868761183,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.287625418,-6.797546322,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.297658863,-6.726468543,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.307692308,-6.655585233,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.317725753,-6.584936886,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.327759197,-6.514579464,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.337792642,-6.444539499,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.347826087,-6.374862161,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.357859532,-6.305571885,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.367892977,-6.236692049,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.377926421,-6.168257865,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.387959866,-6.100268591,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.397993311,-6.032760344,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.408026756,-5.965724831,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.418060201,-5.899181577,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.428093645,-5.833136169,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.43812709,-5.7675789,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.448160535,-5.7025345,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.45819398,-5.637975273,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.468227425,-5.573920273,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.47826087,-5.51035228,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.488294314,-5.447267223,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.498327759,-5.384665924,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.508361204,-5.322525592,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.518394649,-5.260863299,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.528428094,-5.199645109,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.538461538,-5.138887545,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.548494983,-5.078566031,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.558528428,-5.018680197,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.568561873,-4.959230042,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.578595318,-4.900196394,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.588628763,-4.841597836,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.598662207,-4.783408051,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.608695652,-4.725648773,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.618729097,-4.668303927,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.628762542,-4.611383347,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.638795987,-4.55489627,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.648829431,-4.498834592,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.658862876,-4.443229296,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.668896321,-4.388065016,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.678929766,-4.333377422,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.688963211,-4.279164523,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.698996656,-4.225448947,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.7090301,-4.172252089,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.719063545,-4.119579999,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.72909699,-4.067482958,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.739130435,-4.015949853,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.74916388,-3.9650349,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.759197324,-3.914744732,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.769230769,-3.86511488,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.779264214,-3.816178034,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.789297659,-3.767945072,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.799331104,-3.720482872,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.809364548,-3.67378093,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.819397993,-3.627903928,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.829431438,-3.582859932,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
