ID,S11,S21,F,P,D,W,G
1,-1.875595758,-4.88979254,1.872909699,19,17,1,2
1,-1.846613325,-4.947904694,1.882943144,19,17,1,2
1,-1.817915469,-5.006561713,1.892976589,19,17,1,2
1,-1.789503792,-5.065776079,1.903010033,19,17,1,2
1,-1.761374085,-5.125557474,1.913043478,19,17,1,2
1,-1.733526106,-5.185912406,1.923076923,19,17,1,2
1,-1.705957725,-5.24685215,1.933110368,19,17,1,2
1,-1.678665951,-5.308385596,1.943143813,19,17,1,2
1,-1.651650306,-5.370523506,1.953177258,19,17,1,2
1,-1.624908327,-5.433274995,1.963210702,19,17,1,2
1,-1.598438907,-5.496649301,1.973244147,19,17,1,2
1,-1.572241356,-5.560658683,1.983277592,19,17,1,2
1,-1.546311924,-5.625312689,1.993311037,19,17,1,2
1,-1.520651747,-5.69062253,2.003344482,19,17,1,2
1,-1.495259359,-5.756598933,2.013377926,19,17,1,2
1,-1.470133391,-5.823253178,2.023411371,19,17,1,2
1,-1.445270036,-5.89059723,2.033444816,19,17,1,2
1,-1.420670148,-5.958642282,2.043478261,19,17,1,2
1,-1.396332759,-6.027400045,2.053511706,19,17,1,2
1,-1.372256721,-6.09688201,2.063545151,19,17,1,2
1,-1.3484393,-6.167102364,2.073578595,19,17,1,2
1,-1.324880396,-6.238074062,2.08361204,19,17,1,2
1,-1.301581258,-6.30980783,2.093645485,19,17,1,2
1,-1.278538109,-6.382317494,2.10367893,19,17,1,2
1,-1.255749737,-6.455617081,2.113712375,19,17,1,2
1,-1.233217898,-6.52972078,2.123745819,19,17,1,2
1,-1.210939954,-6.604642582,2.133779264,19,17,1,2
1,-1.188915489,-6.680394761,2.143812709,19,17,1,2
1,-1.167143271,-6.756994314,2.153846154,19,17,1,2
1,-1.145622084,-6.834455768,2.163879599,19,17,1,2
1,-1.124352354,-6.912793766,2.173913043,19,17,1,2
1,-1.103331908,-6.992025174,2.183946488,19,17,1,2
1,-1.082560705,-7.072164813,2.193979933,19,17,1,2
1,-1.062038089,-7.153230426,2.204013378,19,17,1,2
1,-1.041762838,-7.235238359,2.214046823,19,17,1,2
